country,cases,deaths,datetime
LI,25,0,2020-03-19T00:00:00
LT,33,0,2020-03-19T00:00:00
MT,48,0,2020-03-19T00:00:00
CY,58,0,2020-03-19T00:00:00
LV,71,0,2020-03-19T00:00:00
HU,73,1,2020-03-19T00:00:00
HR,81,0,2020-03-19T00:00:00
BG,92,2,2020-03-19T00:00:00
SK,107,0,2020-03-19T00:00:00
LU,210,2,2020-03-19T00:00:00
IS,250,0,2020-03-19T00:00:00
EE,258,0,2020-03-19T00:00:00
RO,260,0,2020-03-19T00:00:00
SI,286,1,2020-03-19T00:00:00
PL,287,5,2020-03-19T00:00:00
IE,366,2,2020-03-19T00:00:00
FI,369,0,2020-03-19T00:00:00
GR,418,5,2020-03-19T00:00:00
CZ,522,0,2020-03-19T00:00:00
PT,642,2,2020-03-19T00:00:00
DK,1115,4,2020-03-19T00:00:00
SE,1301,10,2020-03-19T00:00:00
NO,1423,3,2020-03-19T00:00:00
BE,1486,14,2020-03-19T00:00:00
AT,1646,4,2020-03-19T00:00:00
NL,2051,58,2020-03-19T00:00:00
GB,2630,103,2020-03-19T00:00:00
DE,8198,13,2020-03-19T00:00:00
FR,9134,244,2020-03-19T00:00:00
ES,13716,598,2020-03-19T00:00:00
IT,35713,2978,2020-03-19T00:00:00
Total,82869,4049,2020-03-19T00:00:00
LI,25,0,2020-03-20T00:00:00
LT,48,0,2020-03-20T00:00:00
MT,53,0,2020-03-20T00:00:00
CY,58,0,2020-03-20T00:00:00
HU,85,1,2020-03-20T00:00:00
LV,86,0,2020-03-20T00:00:00
HR,104,1,2020-03-20T00:00:00
BG,105,3,2020-03-20T00:00:00
SK,123,0,2020-03-20T00:00:00
EE,267,0,2020-03-20T00:00:00
RO,277,0,2020-03-20T00:00:00
SI,319,1,2020-03-20T00:00:00
IS,330,1,2020-03-20T00:00:00
LU,345,4,2020-03-20T00:00:00
PL,355,5,2020-03-20T00:00:00
FI,400,0,2020-03-20T00:00:00
GR,464,5,2020-03-20T00:00:00
IE,557,3,2020-03-20T00:00:00
CZ,694,0,2020-03-20T00:00:00
PT,785,3,2020-03-20T00:00:00
DK,1151,6,2020-03-20T00:00:00
SE,1423,10,2020-03-20T00:00:00
NO,1552,6,2020-03-20T00:00:00
BE,1795,21,2020-03-20T00:00:00
AT,2196,6,2020-03-20T00:00:00
NL,2460,76,2020-03-20T00:00:00
GB,3277,144,2020-03-20T00:00:00
FR,10995,372,2020-03-20T00:00:00
DE,14138,43,2020-03-20T00:00:00
ES,17147,767,2020-03-20T00:00:00
IT,41035,3407,2020-03-20T00:00:00
Total,102649,4885,2020-03-20T00:00:00
LI,34,0,2020-03-21T00:00:00
MT,64,0,2020-03-21T00:00:00
CY,67,0,2020-03-21T00:00:00
LT,69,1,2020-03-21T00:00:00
HU,85,4,2020-03-21T00:00:00
LV,111,0,2020-03-21T00:00:00
HR,126,1,2020-03-21T00:00:00
BG,127,3,2020-03-21T00:00:00
SK,137,0,2020-03-21T00:00:00
EE,283,0,2020-03-21T00:00:00
RO,308,0,2020-03-21T00:00:00
SI,341,1,2020-03-21T00:00:00
IS,409,1,2020-03-21T00:00:00
PL,425,5,2020-03-21T00:00:00
FI,450,0,2020-03-21T00:00:00
LU,484,5,2020-03-21T00:00:00
GR,495,8,2020-03-21T00:00:00
IE,683,3,2020-03-21T00:00:00
CZ,904,0,2020-03-21T00:00:00
PT,1020,6,2020-03-21T00:00:00
DK,1255,9,2020-03-21T00:00:00
SE,1623,16,2020-03-21T00:00:00
NO,1742,7,2020-03-21T00:00:00
BE,2257,37,2020-03-21T00:00:00
AT,2649,6,2020-03-21T00:00:00
NL,2994,106,2020-03-21T00:00:00
GB,3983,177,2020-03-21T00:00:00
FR,12612,450,2020-03-21T00:00:00
DE,18323,45,2020-03-21T00:00:00
ES,19980,1002,2020-03-21T00:00:00
IT,47021,4032,2020-03-21T00:00:00
Total,121061,5925,2020-03-21T00:00:00
LI,36,0,2020-03-22T00:00:00
MT,73,0,2020-03-22T00:00:00
CY,84,0,2020-03-22T00:00:00
LT,105,1,2020-03-22T00:00:00
LV,124,0,2020-03-22T00:00:00
HU,131,4,2020-03-22T00:00:00
BG,163,3,2020-03-22T00:00:00
SK,178,0,2020-03-22T00:00:00
HR,206,1,2020-03-22T00:00:00
EE,306,0,2020-03-22T00:00:00
RO,367,0,2020-03-22T00:00:00
SI,383,1,2020-03-22T00:00:00
IS,473,1,2020-03-22T00:00:00
FI,521,1,2020-03-22T00:00:00
GR,530,13,2020-03-22T00:00:00
PL,536,5,2020-03-22T00:00:00
LU,670,8,2020-03-22T00:00:00
IE,785,3,2020-03-22T00:00:00
CZ,995,0,2020-03-22T00:00:00
PT,1280,12,2020-03-22T00:00:00
DK,1326,13,2020-03-22T00:00:00
SE,1746,20,2020-03-22T00:00:00
NO,1926,7,2020-03-22T00:00:00
BE,2815,67,2020-03-22T00:00:00
AT,3024,8,2020-03-22T00:00:00
NL,3631,136,2020-03-22T00:00:00
GB,5018,233,2020-03-22T00:00:00
FR,14459,562,2020-03-22T00:00:00
DE,21463,67,2020-03-22T00:00:00
ES,24926,1326,2020-03-22T00:00:00
IT,53578,4827,2020-03-22T00:00:00
Total,141858,7319,2020-03-22T00:00:00
LI,46,0,2020-03-23T00:00:00
MT,90,0,2020-03-23T00:00:00
CY,95,0,2020-03-23T00:00:00
LV,139,0,2020-03-23T00:00:00
LT,143,1,2020-03-23T00:00:00
HU,167,7,2020-03-23T00:00:00
SK,185,0,2020-03-23T00:00:00
BG,185,3,2020-03-23T00:00:00
HR,235,1,2020-03-23T00:00:00
EE,326,0,2020-03-23T00:00:00
SI,414,1,2020-03-23T00:00:00
RO,433,2,2020-03-23T00:00:00
IS,568,1,2020-03-23T00:00:00
GR,624,15,2020-03-23T00:00:00
FI,626,1,2020-03-23T00:00:00
PL,634,7,2020-03-23T00:00:00
LU,798,8,2020-03-23T00:00:00
IE,906,4,2020-03-23T00:00:00
CZ,1165,1,2020-03-23T00:00:00
DK,1395,13,2020-03-23T00:00:00
PT,1600,14,2020-03-23T00:00:00
SE,1906,21,2020-03-23T00:00:00
NO,2132,7,2020-03-23T00:00:00
BE,3401,75,2020-03-23T00:00:00
AT,3631,16,2020-03-23T00:00:00
NL,4204,179,2020-03-23T00:00:00
GB,5683,281,2020-03-23T00:00:00
FR,16018,674,2020-03-23T00:00:00
DE,24774,94,2020-03-23T00:00:00
ES,28572,1720,2020-03-23T00:00:00
IT,59138,5476,2020-03-23T00:00:00
Total,160233,8622,2020-03-23T00:00:00
LI,46,0,2020-03-24T00:00:00
MT,107,0,2020-03-24T00:00:00
CY,116,0,2020-03-24T00:00:00
LT,179,1,2020-03-24T00:00:00
LV,180,0,2020-03-24T00:00:00
HU,187,8,2020-03-24T00:00:00
SK,191,0,2020-03-24T00:00:00
BG,201,3,2020-03-24T00:00:00
HR,306,0,2020-03-24T00:00:00
EE,352,0,2020-03-24T00:00:00
SI,442,1,2020-03-24T00:00:00
RO,576,7,2020-03-24T00:00:00
IS,588,2,2020-03-24T00:00:00
GR,695,17,2020-03-24T00:00:00
FI,700,1,2020-03-24T00:00:00
PL,749,8,2020-03-24T00:00:00
LU,875,8,2020-03-24T00:00:00
IE,1125,6,2020-03-24T00:00:00
CZ,1236,1,2020-03-24T00:00:00
DK,1460,24,2020-03-24T00:00:00
SE,2016,25,2020-03-24T00:00:00
PT,2060,23,2020-03-24T00:00:00
NO,2371,8,2020-03-24T00:00:00
BE,3743,88,2020-03-24T00:00:00
AT,4486,25,2020-03-24T00:00:00
NL,4749,213,2020-03-24T00:00:00
GB,6650,335,2020-03-24T00:00:00
FR,19856,860,2020-03-24T00:00:00
DE,29212,126,2020-03-24T00:00:00
ES,33089,2182,2020-03-24T00:00:00
IT,63927,6077,2020-03-24T00:00:00
Total,182470,10049,2020-03-24T00:00:00
LI,47,0,2020-03-25T00:00:00
MT,120,0,2020-03-25T00:00:00
CY,124,3,2020-03-25T00:00:00
LV,197,0,2020-03-25T00:00:00
SK,204,0,2020-03-25T00:00:00
LT,209,2,2020-03-25T00:00:00
BG,220,3,2020-03-25T00:00:00
HU,226,10,2020-03-25T00:00:00
EE,369,0,2020-03-25T00:00:00
HR,382,1,2020-03-25T00:00:00
SI,480,3,2020-03-25T00:00:00
IS,648,2,2020-03-25T00:00:00
GR,743,20,2020-03-25T00:00:00
RO,762,11,2020-03-25T00:00:00
FI,792,1,2020-03-25T00:00:00
PL,901,10,2020-03-25T00:00:00
LU,1099,8,2020-03-25T00:00:00
IE,1329,7,2020-03-25T00:00:00
CZ,1394,3,2020-03-25T00:00:00
DK,1591,32,2020-03-25T00:00:00
SE,2272,36,2020-03-25T00:00:00
PT,2362,33,2020-03-25T00:00:00
NO,2566,10,2020-03-25T00:00:00
BE,4269,122,2020-03-25T00:00:00
AT,5282,30,2020-03-25T00:00:00
NL,5560,276,2020-03-25T00:00:00
GB,8077,422,2020-03-25T00:00:00
FR,22302,1100,2020-03-25T00:00:00
DE,31554,149,2020-03-25T00:00:00
ES,39673,2696,2020-03-25T00:00:00
IT,69176,6820,2020-03-25T00:00:00
Total,204930,11810,2020-03-25T00:00:00
LI,51,0,2020-03-26T00:00:00
MT,129,0,2020-03-26T00:00:00
CY,132,3,2020-03-26T00:00:00
SK,216,0,2020-03-26T00:00:00
LV,221,0,2020-03-26T00:00:00
BG,242,3,2020-03-26T00:00:00
HU,261,10,2020-03-26T00:00:00
LT,274,4,2020-03-26T00:00:00
EE,404,1,2020-03-26T00:00:00
HR,418,1,2020-03-26T00:00:00
SI,528,4,2020-03-26T00:00:00
IS,737,2,2020-03-26T00:00:00
GR,821,22,2020-03-26T00:00:00
FI,880,3,2020-03-26T00:00:00
RO,906,13,2020-03-26T00:00:00
PL,1051,14,2020-03-26T00:00:00
LU,1333,8,2020-03-26T00:00:00
IE,1564,9,2020-03-26T00:00:00
CZ,1654,6,2020-03-26T00:00:00
DK,1724,34,2020-03-26T00:00:00
SE,2510,42,2020-03-26T00:00:00
NO,2916,12,2020-03-26T00:00:00
PT,2995,43,2020-03-26T00:00:00
BE,4937,178,2020-03-26T00:00:00
AT,5888,34,2020-03-26T00:00:00
NL,6412,356,2020-03-26T00:00:00
GB,9529,422,2020-03-26T00:00:00
FR,25233,1331,2020-03-26T00:00:00
DE,36508,198,2020-03-26T00:00:00
ES,47610,3434,2020-03-26T00:00:00
IT,74386,7505,2020-03-26T00:00:00
Total,232470,13692,2020-03-26T00:00:00
LI,56,0,2020-03-27T00:00:00
MT,134,0,2020-03-27T00:00:00
CY,146,3,2020-03-27T00:00:00
SK,226,0,2020-03-27T00:00:00
LV,244,0,2020-03-27T00:00:00
BG,264,3,2020-03-27T00:00:00
LT,299,4,2020-03-27T00:00:00
HU,300,10,2020-03-27T00:00:00
HR,495,2,2020-03-27T00:00:00
EE,538,1,2020-03-27T00:00:00
SI,577,5,2020-03-27T00:00:00
IS,802,2,2020-03-27T00:00:00
GR,892,26,2020-03-27T00:00:00
FI,958,4,2020-03-27T00:00:00
RO,1029,17,2020-03-27T00:00:00
PL,1221,16,2020-03-27T00:00:00
LU,1453,9,2020-03-27T00:00:00
IE,1819,19,2020-03-27T00:00:00
DK,1877,41,2020-03-27T00:00:00
CZ,2062,9,2020-03-27T00:00:00
SE,2806,66,2020-03-27T00:00:00
NO,3156,14,2020-03-27T00:00:00
PT,3544,60,2020-03-27T00:00:00
BE,6235,220,2020-03-27T00:00:00
AT,7029,52,2020-03-27T00:00:00
NL,7431,434,2020-03-27T00:00:00
GB,11658,578,2020-03-27T00:00:00
FR,29155,1696,2020-03-27T00:00:00
DE,42288,253,2020-03-27T00:00:00
ES,56188,4089,2020-03-27T00:00:00
IT,80539,8165,2020-03-27T00:00:00
Total,265421,15798,2020-03-27T00:00:00
LI,60,0,2020-03-28T00:00:00
MT,139,0,2020-03-28T00:00:00
CY,162,5,2020-03-28T00:00:00
LV,280,0,2020-03-28T00:00:00
BG,293,3,2020-03-28T00:00:00
SK,295,0,2020-03-28T00:00:00
HU,343,11,2020-03-28T00:00:00
LT,358,5,2020-03-28T00:00:00
EE,575,1,2020-03-28T00:00:00
HR,586,3,2020-03-28T00:00:00
SI,632,9,2020-03-28T00:00:00
IS,890,2,2020-03-28T00:00:00
GR,966,28,2020-03-28T00:00:00
FI,1025,7,2020-03-28T00:00:00
RO,1292,24,2020-03-28T00:00:00
PL,1389,16,2020-03-28T00:00:00
LU,1605,15,2020-03-28T00:00:00
DK,2046,52,2020-03-28T00:00:00
IE,2121,22,2020-03-28T00:00:00
CZ,2279,9,2020-03-28T00:00:00
SE,3046,92,2020-03-28T00:00:00
NO,3581,16,2020-03-28T00:00:00
PT,4268,76,2020-03-28T00:00:00
BE,7284,289,2020-03-28T00:00:00
AT,7697,68,2020-03-28T00:00:00
NL,8603,546,2020-03-28T00:00:00
GB,14543,759,2020-03-28T00:00:00
FR,32964,1995,2020-03-28T00:00:00
DE,48582,325,2020-03-28T00:00:00
ES,64059,4858,2020-03-28T00:00:00
IT,86498,9136,2020-03-28T00:00:00
Total,298461,18372,2020-03-28T00:00:00
LI,61,0,2020-03-29T00:00:00
MT,139,0,2020-03-29T00:00:00
CY,179,5,2020-03-29T00:00:00
SK,295,0,2020-03-29T00:00:00
LV,305,0,2020-03-29T00:00:00
BG,331,7,2020-03-29T00:00:00
LT,394,7,2020-03-29T00:00:00
HU,408,13,2020-03-29T00:00:00
EE,640,1,2020-03-29T00:00:00
HR,657,5,2020-03-29T00:00:00
SI,691,9,2020-03-29T00:00:00
IS,963,2,2020-03-29T00:00:00
GR,1061,32,2020-03-29T00:00:00
FI,1218,9,2020-03-29T00:00:00
RO,1452,29,2020-03-29T00:00:00
PL,1638,18,2020-03-29T00:00:00
LU,1831,18,2020-03-29T00:00:00
DK,2201,65,2020-03-29T00:00:00
IE,2415,36,2020-03-29T00:00:00
CZ,2663,11,2020-03-29T00:00:00
SE,3447,102,2020-03-29T00:00:00
NO,3845,20,2020-03-29T00:00:00
PT,5170,100,2020-03-29T00:00:00
AT,8291,68,2020-03-29T00:00:00
BE,9134,353,2020-03-29T00:00:00
NL,9762,639,2020-03-29T00:00:00
GB,17089,1019,2020-03-29T00:00:00
FR,37575,2314,2020-03-29T00:00:00
DE,52547,389,2020-03-29T00:00:00
ES,72248,5690,2020-03-29T00:00:00
IT,92472,10023,2020-03-29T00:00:00
Total,331122,20984,2020-03-29T00:00:00
LI,62,0,2020-03-30T00:00:00
MT,151,0,2020-03-30T00:00:00
CY,214,6,2020-03-30T00:00:00
SK,336,0,2020-03-30T00:00:00
BG,346,8,2020-03-30T00:00:00
LV,376,0,2020-03-30T00:00:00
HU,447,15,2020-03-30T00:00:00
LT,484,7,2020-03-30T00:00:00
EE,679,3,2020-03-30T00:00:00
HR,713,6,2020-03-30T00:00:00
SI,730,11,2020-03-30T00:00:00
IS,1020,2,2020-03-30T00:00:00
GR,1156,38,2020-03-30T00:00:00
FI,1218,11,2020-03-30T00:00:00
RO,1760,40,2020-03-30T00:00:00
PL,1862,22,2020-03-30T00:00:00
LU,1950,21,2020-03-30T00:00:00
DK,2395,72,2020-03-30T00:00:00
IE,2615,46,2020-03-30T00:00:00
CZ,2829,16,2020-03-30T00:00:00
SE,3700,110,2020-03-30T00:00:00
NO,4102,22,2020-03-30T00:00:00
PT,5962,119,2020-03-30T00:00:00
AT,8813,86,2020-03-30T00:00:00
BE,10836,431,2020-03-30T00:00:00
NL,10866,771,2020-03-30T00:00:00
GB,19522,1228,2020-03-30T00:00:00
FR,40174,2606,2020-03-30T00:00:00
DE,57298,455,2020-03-30T00:00:00
ES,78797,6528,2020-03-30T00:00:00
IT,97689,10781,2020-03-30T00:00:00
Total,359102,23461,2020-03-30T00:00:00
LI,64,0,2020-03-31T00:00:00
MT,156,0,2020-03-31T00:00:00
CY,230,7,2020-03-31T00:00:00
SK,336,0,2020-03-31T00:00:00
BG,359,8,2020-03-31T00:00:00
LV,376,0,2020-03-31T00:00:00
HU,447,15,2020-03-31T00:00:00
LT,484,7,2020-03-31T00:00:00
EE,715,3,2020-03-31T00:00:00
SI,763,11,2020-03-31T00:00:00
HR,790,6,2020-03-31T00:00:00
IS,1086,2,2020-03-31T00:00:00
GR,1212,43,2020-03-31T00:00:00
FI,1313,13,2020-03-31T00:00:00
RO,1952,44,2020-03-31T00:00:00
LU,1988,22,2020-03-31T00:00:00
PL,2055,31,2020-03-31T00:00:00
DK,2577,77,2020-03-31T00:00:00
IE,2910,54,2020-03-31T00:00:00
CZ,3002,24,2020-03-31T00:00:00
SE,4028,146,2020-03-31T00:00:00
NO,4226,26,2020-03-31T00:00:00
PT,6408,140,2020-03-31T00:00:00
AT,9618,108,2020-03-31T00:00:00
NL,11750,864,2020-03-31T00:00:00
BE,11899,513,2020-03-31T00:00:00
GB,22141,1408,2020-03-31T00:00:00
FR,44550,3024,2020-03-31T00:00:00
DE,61913,583,2020-03-31T00:00:00
ES,85195,7340,2020-03-31T00:00:00
IT,101739,11591,2020-03-31T00:00:00
Total,386282,26110,2020-03-31T00:00:00
LI,68,0,2020-04-01T00:00:00
MT,167,0,2020-04-01T00:00:00
CY,262,8,2020-04-01T00:00:00
SK,363,0,2020-04-01T00:00:00
LV,398,0,2020-04-01T00:00:00
BG,399,8,2020-04-01T00:00:00
HU,492,16,2020-04-01T00:00:00
LT,533,7,2020-04-01T00:00:00
EE,745,4,2020-04-01T00:00:00
SI,814,13,2020-04-01T00:00:00
HR,867,6,2020-04-01T00:00:00
IS,1135,2,2020-04-01T00:00:00
GR,1314,49,2020-04-01T00:00:00
FI,1384,17,2020-04-01T00:00:00
LU,2178,23,2020-04-01T00:00:00
RO,2245,69,2020-04-01T00:00:00
PL,2311,33,2020-04-01T00:00:00
DK,2860,90,2020-04-01T00:00:00
IE,3235,71,2020-04-01T00:00:00
CZ,3308,31,2020-04-01T00:00:00
SE,4435,180,2020-04-01T00:00:00
NO,4447,28,2020-04-01T00:00:00
PT,7443,160,2020-04-01T00:00:00
AT,10182,128,2020-04-01T00:00:00
NL,12595,1039,2020-04-01T00:00:00
BE,12775,705,2020-04-01T00:00:00
GB,25150,1789,2020-04-01T00:00:00
FR,52128,3523,2020-04-01T00:00:00
DE,67366,732,2020-04-01T00:00:00
ES,94417,8189,2020-04-01T00:00:00
IT,105792,12430,2020-04-01T00:00:00
Total,421808,29350,2020-04-01T00:00:00
LI,72,0,2020-04-02T00:00:00
MT,188,0,2020-04-02T00:00:00
CY,320,9,2020-04-02T00:00:00
SK,400,0,2020-04-02T00:00:00
BG,422,10,2020-04-02T00:00:00
LV,446,0,2020-04-02T00:00:00
HU,525,20,2020-04-02T00:00:00
LT,581,8,2020-04-02T00:00:00
EE,779,5,2020-04-02T00:00:00
SI,841,15,2020-04-02T00:00:00
HR,963,6,2020-04-02T00:00:00
IS,1220,2,2020-04-02T00:00:00
GR,1375,50,2020-04-02T00:00:00
FI,1446,17,2020-04-02T00:00:00
LU,2319,29,2020-04-02T00:00:00
RO,2460,85,2020-04-02T00:00:00
PL,2554,43,2020-04-02T00:00:00
DK,3107,104,2020-04-02T00:00:00
IE,3447,85,2020-04-02T00:00:00
CZ,3589,39,2020-04-02T00:00:00
NO,4665,32,2020-04-02T00:00:00
SE,4947,239,2020-04-02T00:00:00
PT,8251,187,2020-04-02T00:00:00
AT,10711,146,2020-04-02T00:00:00
NL,13614,1173,2020-04-02T00:00:00
BE,13964,828,2020-04-02T00:00:00
GB,29474,2532,2020-04-02T00:00:00
FR,56989,4032,2020-04-02T00:00:00
DE,73522,872,2020-04-02T00:00:00
ES,102136,9053,2020-04-02T00:00:00
IT,110574,13157,2020-04-02T00:00:00
Total,455901,32778,2020-04-02T00:00:00
LI,75,0,2020-04-03T00:00:00
MT,195,0,2020-04-03T00:00:00
CY,356,9,2020-04-03T00:00:00
SK,426,0,2020-04-03T00:00:00
BG,457,10,2020-04-03T00:00:00
LV,458,0,2020-04-03T00:00:00
HU,585,21,2020-04-03T00:00:00
LT,649,9,2020-04-03T00:00:00
EE,858,11,2020-04-03T00:00:00
SI,897,16,2020-04-03T00:00:00
HR,1011,7,2020-04-03T00:00:00
IS,1319,4,2020-04-03T00:00:00
GR,1514,53,2020-04-03T00:00:00
FI,1518,19,2020-04-03T00:00:00
LU,2487,30,2020-04-03T00:00:00
RO,2738,94,2020-04-03T00:00:00
PL,2946,57,2020-04-03T00:00:00
DK,3386,123,2020-04-03T00:00:00
IE,3849,98,2020-04-03T00:00:00
CZ,3858,44,2020-04-03T00:00:00
NO,4935,42,2020-04-03T00:00:00
SE,5466,282,2020-04-03T00:00:00
PT,9034,209,2020-04-03T00:00:00
AT,11129,158,2020-04-03T00:00:00
NL,14697,1339,2020-04-03T00:00:00
BE,15348,1011,2020-04-03T00:00:00
GB,33718,2921,2020-04-03T00:00:00
FR,59105,4503,2020-04-03T00:00:00
DE,73522,872,2020-04-03T00:00:00
ES,110238,10003,2020-04-03T00:00:00
IT,115242,13917,2020-04-03T00:00:00
Total,482016,35862,2020-04-03T00:00:00
LI,75,0,2020-04-04T00:00:00
MT,202,0,2020-04-04T00:00:00
CY,396,11,2020-04-04T00:00:00
SK,450,0,2020-04-04T00:00:00
BG,485,14,2020-04-04T00:00:00
LV,493,1,2020-04-04T00:00:00
HU,678,32,2020-04-04T00:00:00
LT,771,9,2020-04-04T00:00:00
SI,934,20,2020-04-04T00:00:00
EE,961,12,2020-04-04T00:00:00
HR,1079,8,2020-04-04T00:00:00
IS,1364,4,2020-04-04T00:00:00
GR,1613,59,2020-04-04T00:00:00
FI,1615,20,2020-04-04T00:00:00
LU,2612,31,2020-04-04T00:00:00
RO,3183,133,2020-04-04T00:00:00
PL,3383,71,2020-04-04T00:00:00
DK,3757,139,2020-04-04T00:00:00
CZ,4190,53,2020-04-04T00:00:00
IE,4273,120,2020-04-04T00:00:00
NO,5208,44,2020-04-04T00:00:00
SE,6078,333,2020-04-04T00:00:00
PT,9886,246,2020-04-04T00:00:00
AT,11525,168,2020-04-04T00:00:00
NL,15723,1487,2020-04-04T00:00:00
BE,16770,1143,2020-04-04T00:00:00
GB,38168,3605,2020-04-04T00:00:00
FR,64338,6507,2020-04-04T00:00:00
DE,79696,1017,2020-04-04T00:00:00
ES,117710,10935,2020-04-04T00:00:00
IT,119827,14681,2020-04-04T00:00:00
Total,517443,40903,2020-04-04T00:00:00
LI,77,1,2020-04-05T00:00:00
MT,213,0,2020-04-05T00:00:00
CY,426,11,2020-04-05T00:00:00
SK,471,0,2020-04-05T00:00:00
BG,503,17,2020-04-05T00:00:00
LV,509,1,2020-04-05T00:00:00
HU,733,34,2020-04-05T00:00:00
LT,771,9,2020-04-05T00:00:00
SI,977,22,2020-04-05T00:00:00
EE,1018,13,2020-04-05T00:00:00
HR,1126,12,2020-04-05T00:00:00
IS,1417,4,2020-04-05T00:00:00
GR,1673,68,2020-04-05T00:00:00
FI,1882,25,2020-04-05T00:00:00
LU,2729,31,2020-04-05T00:00:00
RO,3613,141,2020-04-05T00:00:00
PL,3627,79,2020-04-05T00:00:00
DK,4077,161,2020-04-05T00:00:00
CZ,4472,59,2020-04-05T00:00:00
IE,4604,137,2020-04-05T00:00:00
NO,5510,50,2020-04-05T00:00:00
SE,6443,373,2020-04-05T00:00:00
PT,10524,266,2020-04-05T00:00:00
AT,11766,186,2020-04-05T00:00:00
NL,16627,1651,2020-04-05T00:00:00
BE,18431,1283,2020-04-05T00:00:00
GB,41903,4313,2020-04-05T00:00:00
FR,68605,7560,2020-04-05T00:00:00
DE,91714,1342,2020-04-05T00:00:00
IT,124632,15362,2020-04-05T00:00:00
ES,124736,11744,2020-04-05T00:00:00
Total,555809,44955,2020-04-05T00:00:00
LI,78,1,2020-04-06T00:00:00
MT,234,0,2020-04-06T00:00:00
CY,446,14,2020-04-06T00:00:00
SK,485,0,2020-04-06T00:00:00
BG,531,20,2020-04-06T00:00:00
LV,533,1,2020-04-06T00:00:00
HU,744,38,2020-04-06T00:00:00
LT,811,13,2020-04-06T00:00:00
SI,997,28,2020-04-06T00:00:00
EE,1097,15,2020-04-06T00:00:00
HR,1182,15,2020-04-06T00:00:00
IS,1486,4,2020-04-06T00:00:00
GR,1735,73,2020-04-06T00:00:00
FI,1927,28,2020-04-06T00:00:00
LU,2804,36,2020-04-06T00:00:00
RO,3864,148,2020-04-06T00:00:00
PL,4102,94,2020-04-06T00:00:00
DK,4369,179,2020-04-06T00:00:00
CZ,4587,67,2020-04-06T00:00:00
IE,5111,158,2020-04-06T00:00:00
NO,5640,58,2020-04-06T00:00:00
SE,6830,401,2020-04-06T00:00:00
PT,11278,295,2020-04-06T00:00:00
AT,11983,204,2020-04-06T00:00:00
NL,16627,1651,2020-04-06T00:00:00
BE,19691,1447,2020-04-06T00:00:00
GB,47806,4934,2020-04-06T00:00:00
FR,70478,8078,2020-04-06T00:00:00
DE,95391,1434,2020-04-06T00:00:00
IT,128948,15889,2020-04-06T00:00:00
ES,130759,12418,2020-04-06T00:00:00
Total,582554,47741,2020-04-06T00:00:00
LI,78,1,2020-04-07T00:00:00
MT,241,0,2020-04-07T00:00:00
CY,465,14,2020-04-07T00:00:00
SK,534,2,2020-04-07T00:00:00
LV,542,1,2020-04-07T00:00:00
BG,549,22,2020-04-07T00:00:00
HU,817,47,2020-04-07T00:00:00
LT,843,14,2020-04-07T00:00:00
SI,1021,30,2020-04-07T00:00:00
EE,1108,19,2020-04-07T00:00:00
HR,1222,16,2020-04-07T00:00:00
IS,1562,6,2020-04-07T00:00:00
GR,1755,79,2020-04-07T00:00:00
FI,2176,27,2020-04-07T00:00:00
LU,2843,41,2020-04-07T00:00:00
RO,4057,157,2020-04-07T00:00:00
PL,4413,107,2020-04-07T00:00:00
DK,4681,187,2020-04-07T00:00:00
CZ,4822,78,2020-04-07T00:00:00
IE,5364,174,2020-04-07T00:00:00
NO,5755,59,2020-04-07T00:00:00
SE,7206,477,2020-04-07T00:00:00
PT,11730,311,2020-04-07T00:00:00
AT,12297,220,2020-04-07T00:00:00
NL,18803,1867,2020-04-07T00:00:00
BE,20814,1632,2020-04-07T00:00:00
GB,51608,5373,2020-04-07T00:00:00
FR,74390,8911,2020-04-07T00:00:00
DE,99225,1607,2020-04-07T00:00:00
IT,132547,16525,2020-04-07T00:00:00
ES,135032,13055,2020-04-07T00:00:00
Total,608500,51059,2020-04-07T00:00:00
LI,78,1,2020-04-08T00:00:00
MT,293,0,2020-04-08T00:00:00
CY,494,14,2020-04-08T00:00:00
LV,548,2,2020-04-08T00:00:00
BG,577,23,2020-04-08T00:00:00
SK,581,2,2020-04-08T00:00:00
LT,880,15,2020-04-08T00:00:00
HU,895,58,2020-04-08T00:00:00
SI,1055,36,2020-04-08T00:00:00
EE,1149,21,2020-04-08T00:00:00
HR,1282,18,2020-04-08T00:00:00
IS,1586,6,2020-04-08T00:00:00
GR,1832,81,2020-04-08T00:00:00
FI,2308,34,2020-04-08T00:00:00
LU,2970,44,2020-04-08T00:00:00
RO,4417,182,2020-04-08T00:00:00
PL,4848,129,2020-04-08T00:00:00
CZ,5017,88,2020-04-08T00:00:00
DK,5071,203,2020-04-08T00:00:00
IE,5709,210,2020-04-08T00:00:00
NO,5863,69,2020-04-08T00:00:00
SE,7693,591,2020-04-08T00:00:00
PT,12442,345,2020-04-08T00:00:00
AT,12640,243,2020-04-08T00:00:00
NL,19580,2101,2020-04-08T00:00:00
BE,22194,2035,2020-04-08T00:00:00
GB,55242,6159,2020-04-08T00:00:00
FR,78167,10328,2020-04-08T00:00:00
DE,103228,1861,2020-04-08T00:00:00
IT,135586,17129,2020-04-08T00:00:00
ES,140510,13798,2020-04-08T00:00:00
Total,634735,55826,2020-04-08T00:00:00
LI,79,1,2020-04-09T00:00:00
